BEZ235,GDC0941,MK2206,GSK2334470,Rapamycin,Ku-0063794,CHIR-99021,Sorafenib,PLX4720,Trametinib/DMSO,Erlotinib,Gefitinib,Lapatinib,NVP-TAE684,R428,BMS536924,BMS754807,NVP-AEW541,GSK-1838705A,OSI-906,Vatalanib,Tandutinib,Su6668,Sunitinib,Imatinib,Paclitaxel,Pemetrexed,Carbo plantin,Gemcitabine,Etoposide,Ruxolitinib,PF-573228,Sch727965,VX680,Dasatinib
-0.436229486,0.084759707,-0.006960585,0.052564951,-0.229623467,-0.049819413,0.135548636,0.204118097,1.87243319,2.056964779,-0.098403061,-0.216377112,-0.040043542,-0.201783745,0.213058718,-0.188097793,-0.097939194,-0.053703828,0.000663202,0.157781784,-0.249410677,-0.133936736,-0.218702336,0.009943874,0.050683212,0.061856021,0.05953282,0.027901371,0.020687279,0.197447242,0.068949872,0.071369136,-0.149026778,-0.447180044,0.38091363
0.140390734,0.095291555,0.025015137,0.02322138,-0.015279395,0.012579212,0.139435374,-0.009602957,-0.203443246,-0.170684637,-0.044377188,-0.055409084,0.051414197,-0.118945003,0.086840667,-0.072336191,-0.096173116,-0.085770502,-0.098163439,-0.028772175,0.04553613,0.054948069,-0.142200817,-0.001682741,-0.048128799,-0.057720143,-0.021757202,-0.046624855,-0.063877625,-0.139837501,-0.009819932,0.0170147,0.000780731,-0.066628474,-0.077175954
0.075726053,0.135633985,0.353349764,-0.021438316,-0.108456913,-0.127202136,-0.057943221,0.038968418,-0.390410786,1.891840722,-0.049783163,0.098886315,0.034696097,-0.155031585,0.356179476,0.015023865,0.012575703,0.305429484,0.063332415,0.080981168,0.072122871,0.089216261,0.028110778,0.043131778,0.177897237,-0.129489936,-0.09863399,-0.060988252,-0.109760223,-0.158819173,0.025318764,0.129638506,-0.530824022,0.04679353,-0.20023534
0.542720107,0.143014764,0.243039593,0.200427409,0.109495211,0.516642018,0.011109118,0.155484389,-0.278404418,0.455151461,-0.018303276,0.031629288,-0.05708267,0.35550944,0.117876707,-0.013378976,-0.022756381,-0.074373566,-0.009264506,-0.035977379,-0.024764612,0.024216324,-0.043913438,0.144052811,-0.02579082,-0.187735746,-0.159992637,0.013473251,-0.52743382,-0.189260381,-0.052647703,-0.005984976,-0.211649418,-0.482174698,0.063510754
0.114117082,-0.025622603,0.056551733,0.092505523,-0.127924995,-0.062835631,0.074998944,-0.120168506,0.014057025,0.305422632,-0.184190359,-0.139110672,-0.030526975,0.040755252,-0.166178699,0.005949537,0.067995262,0.029255166,0.02396821,0.004007539,-0.017741557,-0.100346322,0.237902861,-0.029793014,0.093968451,0.099084616,-0.115399185,0.015647478,0.04603114,-0.192703036,-0.142102551,-0.128731058,0.196090711,-0.450457834,0.074086182
0.102181519,0.090107103,0.051801234,0.286428542,-0.02736855,-0.031125239,0.055512779,-0.040448494,0.036365474,0.16073262,-0.042643967,-0.1464925,-0.036448919,0.191573185,-0.046070268,-0.008157481,0.052493271,0.09174943,0.115105975,-0.027419756,-0.06271194,-0.100053942,0.045384451,-0.154774591,0.022354768,0.269207101,-0.051381306,0.130305431,0.144429499,-0.082835285,-0.137462215,-0.094771243,0.284224257,-0.344109507,0.214071557
0.058320705,0.061826371,0.076702257,0.069828029,0.02438511,-0.006962502,0.0237699,-0.095657846,-0.064892355,-0.030109903,-0.093258656,-0.101820367,-0.053781104,-0.02282013,-0.170437125,-0.081395688,-0.015759928,-0.034865699,-0.052832554,-0.047988746,0.042235249,-0.103718053,-0.056989106,-0.045827701,-0.002555375,-0.007319497,-0.05338861,-0.020958943,0.011552101,-0.091500038,-0.118886848,-0.123490973,0.149506033,-0.252522665,-0.058513008
0.441907342,0.451512627,-0.136041584,-0.097200162,0.299875776,0.205242672,0.260209383,-0.051077017,-0.030971758,-0.215680599,-0.162402461,-0.135340569,-0.201351651,0.142611983,-0.028710953,-0.135798093,0.067931211,-0.121064864,-0.032058708,-0.08335639,-0.150547214,-0.17798063,-0.258129676,-0.274307954,-0.153449781,0.131978824,0.017291964,0.189424272,0.207494726,0.07111373,0.108627168,0.025997905,0.415957142,0.118714546,0.18106034
0.799198545,0.608355289,0.056726398,0.160592838,0.447326632,0.616566971,0.330351843,0.148112539,-0.155802077,0.068350099,-0.263234203,-0.230294374,-0.161819178,0.200409079,0.002044599,-0.228362022,0.000825771,-0.152861488,0.122272036,0.011873,-0.244837682,-0.354036828,-0.15376869,-0.244158938,-0.148033572,0.253955923,0.03892618,0.354272184,0.339732221,0.066788458,-0.122840891,0.030845754,0.722162446,-0.413593026,0.622147597
0.122247132,-0.054498232,0.03444533,0.202666992,0.044857361,-0.035294565,-0.042119025,-0.029909891,0.611939284,0.808677148,-0.013288973,-0.080135991,-0.127016925,-0.034662086,-0.166563088,-0.028321498,0.008869472,-0.049312292,-0.027752632,-0.125820738,-0.220920532,-0.106472213,-0.07280222,-0.011156705,-0.033801115,0.027373369,-0.001558434,-0.045218293,0.1606544,-0.082598862,0.145917749,0.015863927,0.331337798,0.007135268,0.146229293
-0.217804182,-0.134307771,-0.13386601,0.035211933,-0.037641691,-0.029900569,0.086826101,-0.133967873,0.174916729,-0.043997783,0.100577229,0.044988236,0.072027687,0.025400343,-0.003637999,-0.106480779,0.013334165,-0.012550746,-0.022683567,-0.00239527,-0.096123068,0.011416711,-0.156400398,-0.046587676,0.017232536,0.124241351,0.193554936,-0.044396108,0.246385005,-0.045835853,0.070840892,-0.075850984,0.12211752,0.063793067,-0.001159062
0.171300309,0.266921676,0.071286752,0.093135705,0.248630372,0.311683436,-0.117225913,0.167245414,-0.003723375,-0.404113931,0.038055024,-0.043076579,-0.191451011,0.164141142,-0.098228782,0.088171005,0.032617135,0.00090186,0.139570332,0.010778368,0.026697249,-0.070722674,-0.059254856,0.001391567,-0.126815146,-0.0775805,-0.036161591,0.028241831,-0.182705404,0.059217844,-0.068008179,-0.026386502,-0.225146293,-0.101198998,-0.100855027
-0.181980379,-0.083980947,0.029023505,0.022379154,-0.104051185,-0.056528969,-0.049373222,-0.008896663,-0.082197575,-0.268501002,0.165610858,0.052620897,0.049386626,-0.0162895,0.002783458,-0.047530244,0.029124547,0.004191031,0.031302632,0.104855021,0.040039305,-0.095687207,-0.111618887,-0.049338527,0.021674043,-0.369025769,0.013028759,-0.039334398,0.007156086,-0.041098485,0.144702731,-0.093448694,0.02827072,0.183507828,-0.363899704
-0.007279733,0.014660453,0.046664316,0.035509268,-0.064767064,0.003306777,0.040156373,-0.032088187,-0.063549152,-0.248120065,-0.084330636,-0.065238819,0.024180399,-0.041051563,-0.045216866,-0.021541029,0.012719078,0.08713397,-0.024637055,0.094153878,0.041001574,0.030066778,-0.006058298,0.001275884,0.085649757,-0.143366221,0.01037652,-0.045114452,0.046629573,0.049507042,-0.039000687,-0.069006519,-0.03294656,-0.039298173,-0.245836782
-0.603280887,0.37395054,-0.114142057,-0.165000678,-0.197020607,-0.264576777,-0.23798684,0.305114147,-0.435536578,-0.490463859,0.088362527,0.058255351,-0.017416522,-0.334816955,-0.142677822,0.111683749,-0.033370287,-0.081417037,0.020084288,-0.114768862,-0.063585879,-0.131908281,-0.022646499,0.146299864,-0.080669209,-0.820559405,-0.909752826,-0.069753063,-0.921303634,-0.324422695,-0.321850038,-0.017697329,-1.339668528,-0.091829494,0.026280213
-0.441621963,-0.081595442,-0.044372657,-0.044257886,0.018124051,-0.04255336,-0.206379293,-0.02658958,-0.200134802,-0.528799946,0.029518022,0.077464793,0.028785323,-0.03159388,-0.129686599,0.184022844,0.065729651,0.147594443,0.036632748,0.05257866,0.061903049,0.04353678,0.082358172,0.065206552,-0.060297585,-0.052853287,-0.039953446,0.00890005,-0.015207068,-0.023953519,-0.015697565,-0.000795929,-0.11920487,0.039349991,-0.00321958
0.265391965,0.260242722,0.158401887,0.252463481,0.324428674,0.481621248,-0.148364329,0.098555593,0.034614683,0.816290557,0.011634637,0.01954883,-0.031822362,-0.05161066,0.092801201,-0.020728934,0.03372269,0.041610526,-0.050311264,0.095014318,0.12393018,-0.007930449,-0.036542826,-0.008507682,0.019137572,-0.098218506,0.229776425,-0.036975227,0.128367672,0.124957181,-0.009361503,0.053115405,0.362368745,-0.007795648,-0.118153254
-0.099289478,-0.041201036,-0.072041341,-0.000976798,-0.077671442,-0.175329445,-0.034813564,-0.161111537,-0.374507986,-0.190805621,0.087609633,0.074594436,-0.018114298,0.117045869,0.070737778,0.019771571,0.053847352,0.041650406,0.06523893,0.012070104,-0.044641529,-0.080136603,-0.011532209,-0.050138172,-0.034381621,-0.073085735,-0.038011661,0.057334238,0.002087651,-0.085778318,-0.025670203,0.069157853,0.273884645,-0.154140194,0.193624033
-0.95108938,-0.429279786,0.030124382,-0.173550042,-0.508810312,-0.752722551,0.457690675,0.290301697,-0.034915038,-0.433268989,0.000495716,-0.071255795,0.018392679,-0.374771048,1.220143921,-0.218579249,-0.137120253,-0.178561816,-0.083307433,0.55239161,-0.026850616,-0.074441605,-0.118320059,-0.061246834,-0.072829309,0.693810855,0.953401015,-0.214262422,-0.00343892,-0.235940162,-0.111268453,-0.154392349,0.215564805,0.299638817,-0.441480207
0.367588343,0.307523367,-0.055561624,0.030095105,0.298589348,0.584804348,-0.294398399,-0.010808418,-0.045463919,-0.415511546,0.09384295,0.098333523,-0.112650262,0.333104587,-0.130371367,0.076022267,0.107564966,0.050308571,0.064492032,0.000958072,0.046655487,-0.072923536,0.051994355,0.011703258,-0.069070352,-0.237182818,-0.286288764,0.029067437,-0.373397355,-0.258934077,0.133982736,0.188688044,-0.016645877,0.073209216,0.395807465
0.227802822,0.092689757,-0.097764928,-0.166057447,0.196020861,-0.030333987,-0.078962603,-0.056658366,-0.157515612,-0.332267887,-0.141615014,-0.039646312,-0.024980049,0.049174417,0.001238631,0.216934934,0.103828883,0.230678754,0.107601394,0.124488133,-0.060871384,-0.113582782,0.067591351,-0.051515315,-0.08418769,-0.117500994,-0.073182459,0.008066838,-0.096755103,-0.175481206,-0.05982883,-0.020354807,-0.191655259,0.110394359,0.063958986
0.122713023,-0.030260881,0.040784036,0.043977821,0.09806165,0.364361796,-0.163678355,-0.025908443,-0.17635662,-0.06998704,0.046095204,0.014104434,0.044128415,0.037831816,-0.098529199,0.265910971,0.179906156,0.067120545,0.145729002,0.163491476,0.056629935,-0.012781066,0.128586514,0.029686211,-0.012127361,0.161537847,0.073119861,0.015571242,-0.038264574,0.127676325,-0.01051187,0.073116616,-0.271877138,-0.028859538,0.392710123
0.199248715,0.000459748,-0.015569518,-0.007581941,-0.094535966,0.132987403,0.097970492,-0.066913982,-0.103851312,-0.096859658,-0.031002616,-0.072972992,-0.050453817,0.027901343,-0.080245739,-0.077385545,-0.024105282,-0.122318826,-0.025214912,-0.070831712,-0.008235872,-0.017620508,-0.059870725,-0.016377318,-0.016737078,0.05336437,0.206244923,-0.000244646,0.189530574,0.023042977,0.044537104,0.03876832,0.283292744,-0.058982369,0.2785184
-0.42386735,-0.184478353,-0.120627217,-0.035567748,0.047657429,0.002084102,-0.03295613,0.042687855,-0.044701907,-0.794772277,-0.00859443,0.003334222,-0.085205168,-0.303355351,-0.205837527,0.03007424,0.083292632,0.054260273,-0.00012108,-0.089774108,0.343981941,0.129653031,0.005326296,0.207869515,0.136300059,-0.293099092,-0.39942629,-0.289163926,-0.444558433,0.035245965,0.103832777,-0.008166484,-1.045845736,-0.039255999,0.253618389
-0.365265651,-0.193510418,-0.072701187,-0.206525351,-0.09128626,-0.265381325,0.024358286,-0.101363338,-0.160590619,-0.463934976,-0.042296751,-0.054767947,0.042663217,-0.139841823,-0.015617442,0.137426759,0.045965289,0.148067791,0.043192784,0.039898543,0.018501747,0.090404535,0.125724957,-0.014930885,0.040907561,0.130977472,0.169781873,0.010436442,0.146467868,-0.038961684,-0.067987905,-0.133304758,0.07335438,0.108245989,-0.464000318
-0.081170606,-0.045004605,0.006729836,-0.009846073,0.046503341,-0.071859997,-0.090884772,-0.056380588,0.013094656,0.078851757,-0.009529716,-0.000501937,-0.016866434,0.029694317,-0.029478539,-0.07507888,-0.033191225,-0.021662118,-0.048873355,-0.050600268,0.015858043,-0.020136888,0.04463377,-0.009598281,-0.03156198,-0.115690222,-0.10680879,-0.012384781,-0.08809184,-0.12033463,-0.003392313,-0.0650135,0.021535449,-0.032082533,-0.139218569
-0.179000959,-0.632168162,-0.247732387,-0.149152511,-0.280002741,-0.796709446,0.049547338,-0.364096256,-0.364271078,-0.241167721,-0.055529662,0.006891441,0.12800956,-0.306247768,-0.045885264,-0.384901949,-0.266403681,-0.174493232,-0.163456113,-0.148174346,-0.172856784,-0.138994042,-0.222118788,-0.009350287,0.004455063,-0.415979502,0.059621517,-0.143415747,0.047777897,-0.267310925,-0.140981516,-0.269141707,0.233835247,-0.366101428,-0.516073807
-0.003094792,-0.068108856,-0.045601993,-0.069057378,0.058836855,-0.069845849,0.111597478,-0.063438061,0.02703386,-0.247603025,0.032232363,0.008401238,0.008657223,0.038269108,-0.017411259,0.056499101,0.048808142,0.08883958,0.020748296,0.040597511,0.04342242,0.083021403,0.046508539,0.007248729,0.022569293,0.130813884,0.061972458,-0.000476305,0.175752539,-0.049591876,-0.005761692,-0.056191301,0.113987093,-0.024534513,-0.131744181
-0.04973994,-0.037298847,-0.005413953,-0.056356291,0.06986277,-0.328781865,-0.257003415,-0.002325446,-0.143446411,-0.082816319,-0.013900576,0.059106669,0.019493696,0.126647045,-0.016107699,0.049646716,0.044156859,0.057451688,0.025071669,0.051069981,-0.007700646,0.002603736,0.063521228,0.002695655,0.020327261,0.171548451,-0.061536315,-0.016307861,0.082984957,-0.036837074,-0.145083059,-0.042179983,0.263761267,-0.113441998,-0.181206218
-0.031033867,-0.042575293,0.002782361,-0.079399987,-0.014842882,-0.045760188,-0.210862833,-0.332097642,0.003507237,-0.644750994,0.261991636,0.137420511,-0.27414074,-0.07811801,-0.010994668,-0.062646864,0.06173386,-0.040567563,0.031974233,-0.058244123,0.030393478,0.134344037,0.39751416,0.117405717,0.005875133,-0.447949151,-0.393908778,0.179734353,-0.259039254,0.01748529,0.037363105,0.105714145,0.300905855,0.174295745,0.333928445
-0.188928339,-0.025997726,0.029805909,-0.083379302,0.107524822,-0.16037491,0.17601602,-0.099960316,0.109001012,-0.466642167,0.014457477,0.045738809,0.03268502,-0.106331972,-0.065643873,-5.64E-05,0.023184597,0.041091196,-0.008690839,-0.021001165,0.047448663,0.076099511,0.074391684,0.015744838,0.09089606,0.08600032,0.055373113,-0.009338237,0.133322206,0.037450215,-0.021675343,0.049948884,0.465402798,0.187941416,0.038087529
0.148711411,0.046592988,0.009467883,0.048439428,0.131201596,0.049755161,-0.215564224,-0.177678403,-0.078312959,0.081653546,0.053599313,0.080740336,-0.06589683,0.226820414,-0.072777973,-0.00711389,0.005884687,0.016668282,-0.001172192,0.068122545,0.06780506,0.017124199,-0.057960076,0.055112212,-0.010950419,-0.14105053,-0.056775003,-0.025693065,-0.069196215,-0.056327622,0.055603451,0.036432221,0.219940608,-0.063667234,0.148629634
0.228706636,0.28518162,0.212382462,-0.024058439,0.225775286,0.29480171,-0.174382331,-0.074627731,-0.004753354,-0.159400832,0.076444287,0.063864493,0.028109772,0.105979635,0.397755368,0.093783188,0.086297805,0.22286571,0.124444179,-0.029255764,0.023490487,0.049500566,0.080233513,0.057975732,0.132963801,0.080787424,-0.070243732,-0.001179172,-0.087832598,-0.105516836,0.037129811,0.020606347,0.45557083,-0.047990461,-0.049962392
0.101602738,0.002508549,0.091174562,-0.085340944,0.277333621,0.283443338,-0.256651273,-0.060367231,-0.135123383,-0.142481904,0.067269455,0.080356764,0.009401316,0.205234568,0.337712487,0.0472321,0.073328746,0.244579128,0.127614701,-0.015992911,0.064344942,0.016665029,0.102496713,0.014576367,0.129370244,0.21008318,-0.409141751,0.100450067,-0.360920051,-0.057077025,0.009240751,0.028480047,-0.044986096,0.224351089,0.012329547
0.252132932,0.282633948,0.249296217,0.019470102,0.103539716,0.240186554,0.019691576,-0.153489504,-0.025772894,-0.45776711,0.102344336,0.063588292,0.088558592,0.087470159,0.47210287,-0.041171462,-0.006347061,0.099249521,0.087659872,-0.008069776,-0.025259957,0.024153074,-0.00250093,-0.07884971,0.084882105,0.080036104,0.086902908,-0.008165977,0.063871401,-0.064193018,-0.022125204,-0.015316429,0.762940832,-0.097120111,-0.179644458
0.597014778,-0.031146729,-0.023776643,0.099526144,-0.18917883,0.350293629,0.179816787,0.082326032,-0.066198012,0.070401591,-0.012058024,0.000268519,-0.038691004,0.110486258,0.245628315,-0.088315446,-0.10120225,-0.078121059,-0.019781422,-0.056427482,0.058586803,-0.014588068,-0.050363007,0.038950865,0.093542268,0.069448425,0.078752666,-0.022567205,0.012286054,0.101310312,0.107383351,0.17147357,-0.193736155,0.019832515,0.127494435
0.436495625,0.219486765,0.02528042,-0.020459268,0.196819698,0.376326532,-0.047704903,0.347381216,0.574749714,1.261908927,-0.072858156,-0.073681357,0.057518796,0.72649724,-0.017669828,0.079107462,0.054201984,-0.194560041,-0.041667344,-0.466380888,0.042026235,0.068054492,0.20609905,0.145717147,0.181787472,0.476223337,0.098292416,0.223393459,0.278004572,0.116283418,-0.002166813,0.076666699,-0.282174672,-0.024194701,0.324142256
0.112433708,0.029519306,0.030152025,0.117228205,-0.027995913,0.058437822,-0.085241319,-0.062793235,0.229855177,0.400021074,0.025350829,-0.045121349,-0.157978568,0.000425252,-0.148258469,-0.128389832,-0.100078996,-0.254174149,-0.09018438,-0.201108003,-0.168380424,-0.125977642,-0.144955209,-0.034676505,-0.115690497,-0.055175657,0.067942936,-0.009157805,0.035678981,-0.000562088,0.165683169,0.117085855,0.066476781,0.041489419,0.329795445
0.082635814,0.090945856,0.061829598,0.070373764,0.042350271,0.240472116,-0.048582096,0.029053221,-0.055674434,0.200787721,0.040904062,0.048214146,-0.098040447,0.067389054,-0.091928109,-0.004028267,-0.01362248,-0.09114312,-0.042213874,-0.049840664,-0.003671369,-0.031446831,-0.063483353,0.026096138,-0.05736771,-0.145051356,0.027103405,0.002624713,-0.082250721,-0.020238871,0.021172531,0.059919832,-0.005455917,-0.02367356,0.185159644
-0.269320853,-0.07217356,0.15624092,0.16465352,0.072205469,0.16905433,-0.153720674,-0.185018335,-0.312990552,-0.443518549,-0.019888884,-0.010979236,-0.036272396,-0.04099144,-0.126393668,-0.032208768,-0.013606225,-0.07924887,-0.069704644,0.021397877,0.016001099,0.021092327,-0.077097177,0.043928626,-0.006880015,-0.141747895,-0.141546523,-0.00940863,-0.219220467,-0.090043247,0.060401433,0.048405684,-0.090126357,0.068764484,0.231016586
0.064999243,-0.001489929,0.031265589,0.022451717,0.189852994,0.246376897,0.055019747,-0.052812756,-0.085313718,-0.035638733,-0.073497418,-0.121524564,-0.164244943,0.245734337,0.004145248,0.312600289,0.243752761,0.04707533,0.156215918,0.04501222,-0.094055538,-0.070544652,0.104878569,-0.083401735,-0.056468726,0.202332034,-0.27964789,0.101915976,-0.129907906,-0.148847659,0.005037497,0.041349128,-0.169115872,-0.225405722,0.539431588
0.212765685,0.225225576,0.000247093,0.00917577,0.376025351,0.959769687,0.005072525,-0.09656083,-0.188091427,-0.140672081,-0.125093316,-0.156348655,-0.174155161,0.166061936,-0.101515873,0.252252046,0.235896797,-0.08176274,0.161711068,0.027038636,-0.075888748,-0.294103871,-0.314114979,-0.268247715,-0.311067941,0.222258997,0.105552871,0.377740428,0.249840718,0.151013948,0.274981168,0.243010014,0.33327038,0.027732442,0.687664684
0.518594036,0.533229493,0.024572294,0.012502706,0.502539228,0.642297508,0.149874735,0.097631269,-0.094195869,-0.088954242,0.031499373,0.009254034,-0.137881688,0.237733114,-0.040634629,0.160545678,0.180311386,0.044468151,0.115725264,0.063576818,-0.069725422,-0.101724327,0.057792386,-0.077119893,-0.093432096,0.147768253,0.030079689,0.268954472,0.183359248,0.115770404,0.17291482,0.240240238,0.14410973,0.19019217,0.510352743
-0.222327943,-0.200754487,0.346005799,0.414084634,0.084934708,0.053717651,-0.152369816,-0.027914675,-0.64278634,-0.758805075,0.062009942,0.020786449,-0.176601494,-0.048984478,-0.229984537,-0.09450466,0.285307275,-0.100152923,0.014176575,-0.002132478,0.205357915,0.122132579,0.064640408,0.04945754,0.007810129,-0.204405086,-0.057321729,0.047903395,-0.040861842,0.07532099,0.451132809,-0.049528096,0.436969704,0.169816062,0.618315106
0.371870265,0.626884216,-0.240857858,-0.211450718,0.650331554,0.889736604,0.231257093,0.252850769,-0.207773669,-0.223775079,-0.249977956,-0.118698784,-0.13391112,0.261378708,-0.0260657,0.3594973,0.380124648,0.151579701,0.325613342,0.235313302,-0.118824917,-0.139956681,-0.132254419,-0.13398083,-0.188042971,0.355253014,0.04878817,0.472055793,0.317039708,0.19321098,0.148829019,0.257487621,0.372935281,-0.095037461,0.78155215
0.697089409,0.693153004,-0.124112878,-0.119047052,0.494740368,0.679706908,0.053404596,0.090560445,-0.11239332,-0.169875321,0.040267126,0.003884861,-0.097980629,0.080127182,-0.064488202,0.082327273,0.121460587,-0.030752257,0.066496391,0.01060248,0.005174541,-0.048240029,-0.05924508,-0.067329069,-0.068021569,0.179984897,0.073865172,0.255881371,0.190097868,0.22180321,0.09794695,0.080732527,0.093218292,0.043886569,0.372729302
-0.327697476,-0.262736713,0.032291997,-0.083157713,-0.063112006,-0.239696526,0.272732198,0.034091718,-0.072852528,-0.208429136,-0.044167499,-0.029408513,0.031168499,-0.08354195,0.145099077,-0.077963441,-0.033016946,0.065074067,-0.00345964,-0.077824877,0.127564841,0.170484316,-0.12536303,-0.012802298,0.129498724,0.129942314,-0.102085771,0.094570741,-0.167565859,0.061481635,-0.056103677,-0.161743162,0.714558638,-0.235893035,-0.168766081
-0.296049376,-0.095284108,-0.023379732,-0.177362591,-0.054397479,-0.432493128,0.257010498,-0.004688785,-0.168865817,-0.326808385,-0.040918026,-0.153315789,-0.04096694,-0.157023856,-0.083670466,-0.044918564,0.042800851,0.100637926,-0.027315816,0.029606766,0.085417481,0.083949651,0.004051516,0.074896942,0.130497892,0.069128118,-0.152155414,0.064415481,-0.205173994,0.095188222,0.116347488,-0.067243171,0.909173453,0.1583395,-0.252549869
0.776441336,0.586788207,0.098266197,-0.000150698,0.476336491,0.565570204,0.340627661,0.025281543,-0.037433667,0.150172875,0.03331045,-0.013534356,0.032953202,0.124562912,0.305351132,0.018373869,0.090234176,0.111881451,0.135171016,0.095232894,-0.030931467,-0.057257098,-0.116334574,-0.122916621,0.140072336,0.020414047,0.019552873,0.031043709,-0.099673207,0.14945857,-0.069632625,0.05093452,-0.101527694,-0.020027987,0.288411056
-0.00115299,0.176156421,0.113921481,0.051165509,0.135496726,0.148371143,0.210209841,0.1624541,-0.073268249,0.105930339,0.001038049,0.079467291,0.014120944,0.163220876,0.396155739,0.019521962,0.04111736,0.110030741,-0.008960435,0.095836732,0.024886602,0.014021623,0.047068798,0.035352719,0.077656361,0.039526871,-0.16478187,0.010446628,-0.11600937,0.021212957,-0.033323363,0.011209987,-0.246643293,0.005978003,0.15703134
0.173464051,-0.029949438,0.188478438,0.128555941,0.117384919,0.250738654,0.144703756,0.092203802,0.197649021,0.255279855,0.050614668,0.020327143,0.009716064,0.080383673,0.313671377,-0.031351373,-0.012032676,0.104623116,0.052840221,-0.131007564,0.008796686,0.030312565,0.029785266,0.009955147,0.151885257,-0.064066229,-0.029031502,0.020176628,-0.14710788,0.026025683,0.118629795,-0.018749423,-0.117187951,-0.00514574,0.135893204
0.291842299,0.191548487,0.223316344,0.041528119,0.187430894,0.229743752,0.109057499,0.088765007,-0.054544872,-0.056755313,0.04769052,0.068419762,0.078015271,0.062661517,0.313017663,0.077459514,0.088476825,0.227740942,0.083421276,0.017321714,0.028690814,0.124539084,0.142351933,0.036821458,0.100834287,0.150216276,-0.080203546,0.112230656,-0.004571242,0.16922707,-0.041730163,-0.069024265,-0.366218625,0.039667428,0.079370853
0.212484621,0.185623092,0.195708876,0.076312551,0.176010787,-0.26736632,-0.020838843,-0.487292609,-0.026737047,-0.010779063,-0.045518464,0.030757,0.051557653,0.16476154,0.164766246,-0.117274495,0.037988903,-0.009304509,0.033930597,-0.0494539,-0.221839621,-0.099648759,-0.191643035,-0.035134134,-0.045729269,0.047857193,-0.008609759,0.162185045,-0.007805063,0.124523782,-0.017910906,0.017783476,-0.187659379,-0.504385874,0.209445581
0.103865804,0.246062617,0.323990927,0.205440306,0.23387091,0.443429897,0.233578596,0.171036975,0.130247801,0.240435993,-0.016378829,0.094060041,0.093353339,0.138512322,0.598162617,-0.138889411,-0.038407736,0.084519677,-0.025232698,-0.030438815,-0.047118777,0.034392147,-0.085506473,0.019894063,0.135594566,0.013579399,-0.002658296,0.016784173,-0.17539026,0.153927796,0.033313614,0.011335162,-0.314426559,0.264456559,0.08932973
0.517684306,-0.074985031,0.238213316,0.246037947,-0.017735191,-0.136667858,0.098201228,0.012607935,0.117151017,0.120126718,-0.006949662,-0.031815125,0.048614638,0.159072682,0.592016343,0.011020096,0.139895799,0.105198968,0.159588003,0.017777016,-0.069502565,0.003197838,-0.12037212,-0.105349948,0.067138721,0.214126057,0.057191724,0.055154866,0.001729452,0.276948153,0.160946243,0.085498628,-0.013143469,-0.029955712,0.629697562
0.008446482,0.202631411,0.103345781,-0.069804379,0.015344407,0.014200861,0.009495049,0.048111238,0.184452899,0.214334252,0.198896778,0.118116553,0.193833412,0.148718296,0.460178819,-0.07761135,-0.013027242,0.047291059,0.023412675,-0.130544548,0.0961977,0.062247316,-0.058478882,0.078980799,0.093389774,0.061642017,-0.047187465,0.09782159,-0.224094416,0.051313708,-0.101549246,-0.123122595,-0.239163894,-0.020149292,0.01056652
-0.286190314,-0.092565565,-0.038291916,0.026267096,-0.000255501,0.068779864,0.232355602,-0.001029573,0.054068849,-0.371126972,-0.019070184,-0.028980002,0.025617375,-0.219583639,0.064871349,-0.024711889,-0.063493812,-0.011844984,0.05214834,0.024193497,0.098319708,0.046073198,-0.129188755,0.045924631,0.074755271,0.12424679,-0.065754391,-0.020150281,0.013946932,-0.028683138,0.201298755,0.244316844,0.087703252,0.456297674,0.133006487
0.080081552,0.128491979,0.043901964,0.504683322,0.03205386,0.051867526,-0.320558243,-0.151520262,0.455255321,0.664309818,0.060030112,0.071243582,-0.146253163,0.067041872,-0.152635049,-0.073613702,-0.090131174,-0.210256459,0.026624269,-0.167868061,0.066391988,-0.029204965,0.012726677,0.112267136,-0.037906061,0.136103566,0.146489944,0.04032769,0.054123928,0.306198111,0.170677695,0.187475978,-0.100388968,0.170397616,0.276562096
-0.639927093,-0.320947118,-0.047036754,0.033021741,-0.125941616,-0.40495612,-0.049680726,0.009008841,-0.202183034,-0.221279851,-0.004113634,0.016033076,0.193162347,-0.114472667,0.160608115,0.092860947,-0.044078022,-0.060567079,-0.05148106,0.05585197,-0.046253068,-0.02670351,-0.12838285,-0.041238812,-0.193637316,-0.136056394,-0.400833542,0.082767447,-0.359546628,-0.19375841,-0.179695166,-0.107680229,0.099185438,-0.241319587,-0.614609502
-0.066802229,0.101036746,0.033099449,0.045539907,-0.063241562,-0.275462062,-0.081734859,0.076231146,0.103005368,-0.009101831,0.041901324,0.049973541,0.076482664,0.022107251,-0.000698293,-0.014866403,0.008345279,-0.034062536,-0.013283267,0.015008401,0.046592874,0.063520512,0.035671,0.023409173,-0.010104149,-0.273106161,0.021958177,-0.007403209,-0.028195936,0.122396475,0.152721792,-0.022886417,-0.405810031,0.22493152,-0.10125733
