BEZ235,GDC0941,MK2206,GSK2334470,Rapamycin,Ku-0063794,CHIR-99021,Sorafenib,PLX4720,Trametinib/DMSO,Erlotinib,Gefitinib,Lapatinib,NVP-TAE684,R428,BMS536924,BMS754807,NVP-AEW541,GSK-1838705A,OSI-906,Vatalanib,Tandutinib,Su6668,Sunitinib,Imatinib,Paclitaxel,Pemetrexed,Carbo plantin,Gemcitabine,Etoposide,Ruxolitinib,PF-573228,Sch727965,VX680,Dasatinib
-0.149593253,-0.052692544,0.15039275,-0.048197677,-0.276639834,-0.40317224,0.256545424,0.161826328,0.019699599,0.106493521,-0.072167627,0.037861893,0.188241253,-0.15512282,0.368653419,-0.21394404,-0.195500341,0.107371129,0.035936681,0.052684008,0.118680232,0.021116254,-0.107543461,0.038896094,0.125714759,-0.17959477,-0.025201872,-0.011980696,0.08038881,-0.131939761,-0.118048235,-0.168540304,0.095559617,-0.17846794,-0.563962664
0.097399987,0.154297625,0.120779875,0.228743636,0.126473766,0.208960977,-0.028147624,-0.065841615,-0.072379552,0.244964351,0.022990574,0.027174497,0.037036013,0.119192741,0.175694363,-0.034737649,-0.045523737,-0.09525424,0.02597457,-0.041952784,0.030585388,0.047725629,0.025742917,0.047318137,0.10645795,-0.150950297,0.000245116,0.013488558,-0.117126765,-0.05583893,-0.012052996,0.024895132,-0.198777275,-0.223397828,0.144318585
0.207429084,0.159578384,0.091930752,0.078172704,0.178578837,0.51858856,-0.206541438,0.091367177,0.031940248,0.132788507,0.100286049,-0.002157472,-0.10887827,0.152776703,-0.098195083,0.131835394,0.083758439,0.00933382,0.076199197,0.005830746,0.040727441,0.031000731,0.00503201,0.037242301,-0.037461401,-0.080075206,0.093067293,0.047989062,0.144577239,0.017960152,0.177835402,0.091120645,0.040633427,0.108538512,0.279781034
0.185340516,0.40683313,0.055103179,-0.026549531,0.137433708,0.431644662,-0.285789901,0.192303991,-0.105041576,0.01564252,0.178975514,0.081645199,-0.056238179,0.298774905,-0.00770965,0.166185979,0.086941892,0.003020724,0.105420504,-0.014715267,0.045244758,-0.101183469,0.049986959,0.061432821,-0.028193433,-0.233085653,-0.26881112,0.022755904,-0.306931579,-0.084959801,0.214397464,0.118956351,-0.358284606,0.02243201,0.591486551
0.114104674,0.222122691,0.088616887,0.11719857,0.2533461,0.426372413,-0.174444637,0.014752936,-0.110873497,0.088497571,0.029321825,-0.000266394,-0.084176144,0.17539781,-0.195363933,0.014565206,0.004072924,-0.144562652,0.058662229,-0.085539793,0.072906791,-0.060078297,-0.017646746,0.00117995,-0.090108327,-0.17328217,0.015773012,0.001987388,-0.128499565,0.037736773,0.0478074,0.125601553,0.114729529,-0.189777629,0.216126364
0.041528786,0.16610329,-0.008268298,0.223778208,0.140582577,0.181723463,0.02233959,-0.017212124,0.025235908,-0.270518248,0.016684812,0.112373356,-0.038773384,0.078978902,-0.073126499,-0.198112993,-0.164666859,-0.245844496,-0.128530966,-0.230596487,-0.062634011,-0.098897886,-0.013581336,-0.018568696,-0.007940175,0.00512351,-0.126901381,0.007703289,-0.073466186,-0.067348164,0.004639285,-0.088846931,-0.297038452,-0.239979005,0.110876666
0.247933144,0.243651733,0.078849881,-0.008546262,0.084754241,0.302155991,-0.09385221,0.065410421,-0.091999416,0.110397026,0.0444537,0.121074337,-0.018771651,0.140117507,0.037906139,0.061945443,0.02805971,-0.022570772,0.007111807,-0.055716821,-0.004643223,-0.036318854,-0.004431307,0.046867248,-0.042977681,-0.093255919,0.047103429,-0.004453002,0.017608767,0.064255393,0.063457296,0.089954725,0.034749818,0.152872445,0.171608316
-0.004835138,0.198463486,0.278579812,0.397118258,0.06195078,-0.095828004,0.251562815,0.233887788,0.3791923,0.549140651,-0.017126677,0.101057363,0.014803926,-0.12300026,0.452085064,0.016052013,-0.013600569,0.098936866,0.033404151,-0.013756179,-0.051681268,-0.002066053,-0.047175322,0.059550226,0.127386235,-0.08935983,-0.007769241,-0.050425135,0.156995628,-0.093432205,0.010134293,-0.021269399,-0.016146301,0.110023535,-0.16419626
0.225991635,0.080802676,0.053572455,0.089066544,0.114845698,0.188761713,-0.046260249,0.089440618,-0.122420685,0.198955781,0.084504191,0.082677813,-0.010271592,0.084693365,0.078856245,0.092618532,0.106518805,0.03229403,0.021075679,0.031662464,0.028621501,-0.000364118,-0.026231764,-0.021826547,0.015102468,-0.09989248,-0.002899853,0.030690451,-0.037016512,-0.017089819,0.015971784,-0.000852592,-0.348490166,0.018017511,0.135494145
-0.020449276,-0.065989474,0.010164403,-0.094397994,0.119612437,-0.018612671,-0.025026083,-0.159893988,-0.137440843,-0.398870423,-0.025114981,0.137324167,0.225643161,0.136007764,0.340445259,0.095330742,-0.013708803,0.215584815,-0.036044303,0.115182844,0.032749062,0.137705241,0.00290514,0.05660847,0.057660304,0.091478231,-0.089285828,0.08335191,-0.170753418,-0.019373659,-0.074502068,-0.08383284,-0.397734692,0.142895648,-0.234255553
-0.124233391,-0.009047756,-0.002028822,0.011019283,-0.057129409,-0.032617218,-0.120130708,-0.109358811,0.014310256,-0.083018289,0.067112345,0.062400718,-0.020384513,-0.038473928,-0.073932419,-0.030405342,-0.019620352,-0.068179334,-0.012372515,-0.068127568,0.035692385,0.029301045,0.034670035,0.073799431,-0.053745266,-0.206514889,-0.13357784,-0.000768328,-0.1894253,-0.110537558,0.086228376,0.031598327,-0.333379424,0.101071593,0.051196507
-0.376938261,-0.269046955,0.031913071,-0.065910114,-0.254931016,-0.166520994,0.134430849,-0.045197595,0.249524301,0.36991449,0.014965334,0.111440084,0.353292073,-0.134667705,0.306794025,-0.204420822,-0.043493146,-0.069971913,0.03625469,0.032306976,-0.107200225,0.008581964,-0.086387643,-0.001253216,0.101526487,0.097914353,-0.040679902,-0.054432609,0.30643416,0.149626714,-0.020309187,0.052569858,0.554063669,-0.001456989,-0.249053929
-0.126188645,-0.04503308,0.053308566,-0.057503103,-0.113058753,-0.156294709,0.141567884,0.080167467,0.043133899,0.41175403,-0.056562255,0.017664552,0.105087584,-0.009589935,0.196496913,-0.061231986,-0.035878106,0.072455208,0.013786251,0.084026534,0.032228168,0.039240792,-0.005850105,0.003201264,0.129143746,-0.016974209,0.022617292,-0.016738346,0.1150619,0.010982289,-0.102788649,-0.073164429,0.346252851,-0.105268009,-0.310732259
-0.136419571,-0.050917496,0.030271009,0.008205505,0.031302795,-0.062487763,-0.079432523,0.023727923,0.00847788,0.794622811,-0.015778959,0.022913985,0.035576005,0.113097727,0.018392105,-0.045786898,-0.0149695,0.022386651,-0.048311927,0.023260102,-0.00798462,-0.003559766,0.059245163,-0.010428616,-0.047463035,0.025532973,-0.059666981,0.053257811,0.030084159,0.095591015,-0.000999186,0.027734193,0.088549992,0.081057829,-0.00530359
-0.185002938,0.159295847,-0.000614479,0.004551128,0.259926436,0.372385923,-0.168653591,0.115495618,-0.081845685,0.208705955,0.095177838,0.040582863,-0.077113165,0.154485139,-0.087383664,0.100221008,0.030813907,-0.03376457,0.019558032,-0.032395193,0.051646379,0.005439449,0.052685767,0.069326699,-0.009276409,-0.119883884,0.011738588,0.010908342,-0.070703923,-0.005444283,0.199555105,0.154677061,0.0140438,0.081987706,0.37427289
0.566164227,0.603663549,-0.024753142,0.075306334,0.503613775,0.703370544,-0.006649768,0.327777325,-0.088466527,0.070946747,0.102920725,0.058751801,-0.136394072,0.266385483,0.004341439,0.321926816,0.149804148,0.194510112,0.081000127,0.081024316,0.069833551,0.113368843,0.158415048,0.049844946,0.012906515,0.026061202,-0.211265731,0.197654102,-0.013395033,0.014053088,0.258731131,0.050665173,-0.253846097,-0.016928644,0.470386514
0.420942885,0.258662583,0.129454269,0.041353393,-0.073701385,0.186024999,-0.307181131,0.284703998,-0.168339155,0.254388643,0.064185857,-0.039288672,-0.205031849,0.26979422,-0.120578374,-0.073335834,-0.088813292,-0.21607563,-0.070769714,-0.076960211,0.055902524,-0.157718634,0.077596518,0.077746639,-0.107222466,-0.052926487,0.022646534,0.125453733,0.009707271,0.03034561,0.033935449,0.188178907,-0.275009406,0.167651324,0.552175788
-0.34428738,-0.181734566,-0.006944794,0.047668528,0.019175791,-0.312844381,-0.114867115,0.007295222,0.178779603,-0.543424895,-0.12483086,-0.136029651,-0.135505197,-0.112936812,-0.130723044,-0.15822072,-0.100967799,-0.088814301,-0.090943204,-0.107313071,-0.081876826,-0.029817493,-0.045356519,-0.046481098,0.029189424,0.121486485,0.061774423,-0.044262713,0.212397865,0.02884029,-0.07143985,-0.101821703,0.474680446,-0.246901214,-0.074243724
0.512485839,0.494631159,-0.021827676,-0.103852621,0.211683935,0.280196014,-0.475502382,-0.086439919,-0.055035814,0.215534768,0.058069856,-0.034190852,-0.132991481,0.083196866,-0.140155459,-0.040387859,-0.077287671,-0.033177464,-0.045852219,0.008043253,0.059838653,-0.153828015,-0.299781986,-0.00956164,-0.214297732,-0.815657895,-0.18967123,0.091964908,-0.25306894,-0.176676797,0.250306679,0.155035522,0.171466137,-0.095930854,0.517890166
0.302447047,0.256647059,0.190848191,0.268745678,0.179989817,0.464712068,-0.070149696,0.047928464,0.090314319,0.224057976,0.00174133,-0.005964234,-0.118416265,0.103719728,-0.094133302,-0.153849865,-0.086169479,-0.175560194,-0.100124634,-0.158552713,0.044119164,0.010579852,-0.075110822,0.00668233,0.032203906,0.002852885,0.073706057,0.019012895,-0.020589241,0.115455039,0.047253289,0.090257587,-0.077914336,0.033266352,0.158829339
0.466251595,0.198488687,0.159559326,0.125196517,-0.020536352,0.306992127,-0.078597012,0.062540088,-0.009344,0.230465167,0.111351132,-0.019430484,-0.046514403,0.205175272,0.104971209,0.073061392,0.015800675,0.035821191,0.036682535,0.073327078,0.120055247,-0.028882647,-0.103470218,0.109129497,-0.016935575,-0.422560584,-0.003198114,-0.062893298,-0.122875637,-0.047342422,-0.026478776,-0.039963401,-0.040914064,-0.170090949,0.064315263
-0.072221443,-0.112649954,0.000596709,-0.115202266,-0.016682169,0.028230904,0.147085759,0.08061968,0.15721406,-0.024304592,0.013888147,0.073883964,0.062218776,-0.01330978,-0.043916218,0.032995862,0.057133906,0.014787554,-0.013712265,0.029072373,-0.094938137,-0.048718029,-0.058378898,-0.074322166,-0.014612891,0.145375367,0.095669636,-0.017609973,0.189445698,0.031276708,0.03386043,-0.030363014,0.431780874,0.086325723,0.111141821
0.322647843,0.329713013,0.103313266,0.157078812,0.119345973,0.384352203,-0.091935167,-0.083017499,-0.142733869,0.409176104,0.223928421,0.170351309,-0.060636232,0.381097744,-0.090983312,0.094891432,0.073423407,-0.049878143,0.108640116,0.013900033,0.084318099,0.172397119,-0.385483453,0.065646758,0.077876669,-0.12203162,-0.113582263,0.026603576,-0.229972642,-0.017510574,0.162488151,0.124703085,-0.422632443,0.141247863,0.347177383
0.298124868,0.064243717,-0.110044814,0.30406812,0.060170953,0.1518344,-1.756242217,0.376796937,-0.023993319,-0.606477152,0.000236577,0.008184187,-0.155948583,0.064018065,-0.147587501,-0.149929631,0.007244404,-0.187877732,-0.149820975,-0.157952701,0.086452464,0.039634064,0.031875525,0.152721329,0.086575993,0.162012056,-0.09534246,-0.026263074,-0.185031894,0.009795218,0.025670849,-0.080730957,0.053102691,-0.082752515,0.238094114
0.18693758,0.274658746,0.24343399,0.372364747,-0.027036205,0.222686024,-0.087516267,-0.021623341,-0.102899649,0.181507357,0.067079884,-0.063996527,-0.255577459,0.031388674,-0.252129958,0.018660132,-0.016547657,-0.074468528,0.002599776,0.003798572,-0.093258049,-0.05210928,-0.041534288,0.039025866,0.060372324,-0.050244699,0.121491549,0.005790106,-0.014223004,0.219767917,0.153573207,0.183363,0.003602115,0.030120872,0.532520404
0.28544427,0.022598384,-0.011696253,-0.050540045,0.036764085,0.066906095,0.04293471,0.032846371,-0.012121157,0.342113318,0.059171338,0.078964017,0.038523618,0.090459322,0.126296198,-0.056974644,-0.069674285,-0.071015518,-0.068378502,-0.100322747,0.072838556,-0.053553884,-0.035084552,0.023861326,0.137064976,-0.021099583,-0.124503437,0.004903761,-0.130005814,0.067420711,0.050017897,0.0431048,0.126926266,0.08663349,0.15828552
0.025422937,0.078677308,0.065360428,-0.050007765,0.054964455,0.124682248,0.08958819,0.299787691,0.030566818,-0.031216072,0.013511973,0.089061325,0.027086936,0.220345605,0.168054304,-0.059758422,0.016970411,0.149673528,0.129964496,-0.005706082,0.110188709,-0.008857306,0.193773765,0.057281879,0.174067638,-0.279403028,-0.413462513,0.051680789,-0.315124034,-0.011088495,0.05993145,0.046374287,-0.374986879,0.127938467,0.74067361
-0.462788415,-0.114162611,0.02378914,-0.120862127,-0.234364626,-0.466926877,0.258524031,0.07271167,-0.070614192,-0.031153317,-0.06655227,0.001360777,0.182763687,0.016309252,0.164765993,0.116632743,0.033212869,0.293535482,0.179959923,0.223171735,0.136896201,0.12655021,0.215446685,0.04989229,0.067948847,0.289410258,-0.151006718,0.062629045,-0.083683781,0.082760858,-0.046165738,0.017536811,0.40717568,-0.01224859,-0.158572346
-0.028164011,-0.272003504,-0.150583569,-0.195724718,-0.227242817,-0.28438415,0.13934814,0.040307091,-0.006284021,-0.433444321,-0.059812705,-0.050856193,0.077163342,-0.031460618,0.199929802,-0.01203023,-0.004188806,0.005567387,-0.070530804,-0.019438243,0.016666966,0.062686808,-0.022653336,-0.033241574,0.246129302,-0.010777436,0.098497307,-0.11513865,0.178792657,0.126646718,0.041682748,-0.043586166,0.201383995,0.047543893,-0.122677215
0.141798766,0.404879026,0.427071338,0.326975157,0.201779517,0.386825228,-0.072912217,0.020933877,0.208475514,0.038550779,-0.00374743,0.079872098,-0.115248318,0.181706716,0.108861882,0.015168925,-0.024386808,0.03961517,0.048062526,-0.063039668,-0.196609889,-0.141777084,0.017590557,-0.080319098,-0.049811881,-0.1404042,-0.015927627,0.066191977,0.002330021,0.001561811,0.112434678,0.074893305,-0.272004018,-0.126055422,0.320026783
0.029679414,0.249965343,0.11654096,0.119670202,0.113598245,0.311271161,0.047137952,0.402781753,0.204759813,1.0495311,0.047559915,0.120447609,0.079371345,0.025553519,0.257249999,0.066326261,0.139559475,0.07168903,0.06564581,0.399351324,0.163346945,0.254452558,-0.08320113,0.096135104,0.421022941,0.160190622,0.165832397,0.021628471,0.165018836,0.400083685,-0.07730435,0.075169374,0.29973512,-0.005483493,-0.162218898
0.162602094,0.164648856,0.078102441,0.01922233,0.15325294,0.088376076,0.004955502,0.119409059,-0.010532185,0.562104544,-0.081591634,0.006161723,-0.004774893,0.163656664,0.01613823,0.085446058,0.086762561,0.082203223,0.049290009,0.307320727,0.022526366,0.047284668,0.144267826,0.019749664,0.117991133,-0.007300435,0.029647733,-0.019746771,0.096361762,0.007852527,-0.145923853,0.127774299,0.356086817,-0.089066457,0.016820479
-0.310990646,-0.128074398,-0.073932946,-0.007297836,-0.05942791,-0.137583482,-0.161040186,-0.077960964,-0.044048359,-0.477912857,-0.02650416,0.000543954,0.002288948,-0.189475036,-0.115182073,0.020966501,-0.036077183,-0.018112927,-0.039567482,-0.073147254,-0.027634474,-0.03839255,0.051122308,0.024212885,-0.035939233,-0.218294803,-0.183767178,-0.070483828,-0.270774717,-0.145760832,-0.118360484,-0.065215721,0.049448568,-0.057078804,-0.09983311
0.212345223,0.178886343,0.163845099,0.123590103,0.184076039,0.129946844,0.101212546,0.154249017,0.186665276,0.583754113,0.036827204,0.046552851,0.071993467,-0.00492326,0.063484624,0.037691663,0.069582142,0.103496497,0.063993071,0.037840024,0.055391049,0.050490905,0.030525465,0.014552471,0.085651898,-0.001308256,0.099115638,0.00786601,0.096244776,-0.044721072,-0.046555254,-0.008495621,0.254084227,0.091439746,-0.039668417
0.00765413,0.066202647,-0.004920887,0.019320094,0.169839557,0.083775055,-0.226268364,0.024074002,0.110529501,0.305975985,0.005046676,0.06515727,-0.032919116,0.065210782,-0.056165487,-0.017385118,0.026304701,0.018125112,0.023011705,0.024063884,-0.028304936,-0.020597726,-0.056419621,-0.008431533,-0.011253885,-0.053563708,0.010076192,0.008063013,0.010769797,-0.020413899,0.01044827,0.042778948,0.219176125,0.127186333,-0.01965073
0.140123588,0.233845555,-0.035586543,-0.008024297,0.087447357,-0.045830952,0.070434671,0.013935349,0.014509347,-0.091917738,-0.008913776,-0.005629163,-0.010263002,0.134360523,0.002067091,-0.005521893,0.049316991,0.018543815,0.006089473,0.008007873,0.240401092,0.025461147,-0.022173164,0.047390831,0.068949951,0.174219234,-0.075556791,0.021549946,-0.046306151,0.030694305,0.039727866,-0.135204795,-0.170534894,0.050519898,-0.323705153
0.220010794,0.080527397,0.101556287,0.143029072,-0.003276854,-0.154909119,0.018416991,-0.008217902,-0.065070103,-0.028880959,-0.10772646,-0.019477797,-0.021173304,0.059942382,-0.049920864,-0.035631566,0.017318223,0.016183098,0.035562555,0.016139838,-0.070751213,-0.091491333,-0.029737713,-0.032245785,0.004074895,-0.056075171,-0.154400947,-0.025048452,-0.034851,-0.134831389,-0.169466858,-0.090926672,-0.013772507,-0.273203236,-0.133971586
